Unnamed: 0,Titulo,Categoria,Autor,Data,URL,Noticia,Label,Subtitulo
684,"4 pontos para entender a reinfecção por Covid-19, agora confirmada no Brasil",saúde," Por Mariana Alvim*, BBC ", 22/12/2020 09h08 ,https://g1.globo.com/bemestar/coronavirus/noticia/2020/12/22/4-pontos-para-entender-a-reinfeccao-por-covid-19-agora-confirmada-no-brasil.ghtml,"aproximando-se da marca de 200 mil mortes por covid-19, o brasil se deparou no início de dezembro com um novo número relativo à doença: o de casos de reinfecção. de acordo com o ministério da saúde, até esta segunda-feira (21/12), o país tinha dois casos de reinfecção confirmados e pelo menos 58 casos suspeitos em análise. o ministério define como reinfecção a situação de uma pessoa que recebeu positivo em um teste do tipo pcr para coronavírus e, 90 dias depois ou mais, novamente testou positivo — e, além disso, o sequenciamento do genoma das amostras apresentou duas cepas virais diferentes.",0,
13894,Funcionário de centro médico nos EUA é demitido após deixar vacinas contra Covid-19 intencionalmente fora de refrigeração,saúde, Por G1 , 31/12/2020 00h19 ,https://g1.globo.com/bemestar/coronavirus/noticia/2020/12/31/funcionario-de-centro-medico-nos-eua-e-demitido-apos-deixar-vacinas-contra-covid-19-intencionalmente-fora-de-refrigeracao.ghtml,"um funcionário não identificado do aurora medical center, no estado americano do wisconsin, foi demitido após deixar 57 frascos da vacina da moderna contra a covid-19 ""intencionalmente"" fora da refrigeração, afirmou a instituição nesta quarta-feira (30). no sábado (26), mais de 500 doses da vacina tiveram de ser descartadas por ficarem fora da refrigeração. de acordo com a emissora local wisn 12, a organização advocate aurora health disse que o indivíduo admitiu ter retirado os frascos intencionalmente. a polícia de grafton, cidade onde está localizado o centro médico, disse que o fbi e a fda (agência reguladora dos eua) estão ajudando nas investigações, segundo informações da rede de tv local fox6 news milwaukee.",0,
23129,"AM, MA, MS e TO têm tendência de alta de casos e mortes por Covid e de de síndrome respiratória, diz Fiocruz",ciência, Por G1 , 13/05/2021 18h31 ,https://g1.globo.com/bemestar/coronavirus/noticia/2021/05/13/am-ma-ms-e-to-tem-tendencia-de-alta-de-casos-e-mortes-por-covid-e-de-de-sindrome-respiratoria-diz-fiocruz.ghtml,"um novo boletim infogripe da fiocruz divulgado nesta quinta-feira (13) aponta que quatro estados - amazonas, maranhão, mato grosso do sul e tocantins - têm tendência de crescimento no número de casos e óbitos por covid-19 e também na incidência de casos de síndrome respiratória agudas grave (srag). a análise tem como base os dados da semana epidemiológica (se) 18, que equivale ao período de 2 a 8 de maio. a síndrome respiratória aguda (srag) é causada por doenças respiratórias como a influenza h1n1, adenovírus e o novo coronavírus. segundo a fiocruz, entre as 27 unidades federativas do país, 16 mostram sinais de queda nesses mesmos indicadores. os dados apontam que há indícios de interrupção da tendência de queda nos números da covid-19 no amapá, bahia, mato grosso, pernambuco, piauí, rio grande do sul e sergipe.",0,
6248,5 maneiras de evitar as dores nas costas trabalhando em casa,ciência," Por David Brown, BBC ", 08/02/2021 16h52 ,https://g1.globo.com/bemestar/noticia/2021/02/08/5-maneiras-de-evitar-as-dores-nas-costas-trabalhando-em-casa.ghtml,"milhões de pessoas estão levando vidas menos ativas do que antes da covid-19. para quem trabalha em casa, a caminhada matinal até o ponto de ônibus acabou. dias a fio podem ser passados curvados sobre um laptop, saindo menos de casa. para alguns, isso está cobrando um preço doloroso. quase metade (48%) disse que estava menos ativo fisicamente do que antes. outro estudo, do instituto para estudos de emprego, apontou que 35% relataram novas dores nas costas enquanto trabalhavam em casa. fisioterapeutas e outros especialistas dizem que aqueles com problemas graves ou persistentes devem procurar ajuda profissional, mas há coisas que muitos de nós podemos fazer para ajudar a nós mesmos. não se sente na mesma posição por longos períodos.",0,
25262,Rússia diz que vacina contra Covid-19 levou à produção de anticorpos na 1ª fase de testes,ciência, Por G1 , 13/07/2020 16h04 ,https://g1.globo.com/bemestar/vacina/noticia/2020/07/13/russia-conclui-primeira-fase-de-testes-de-vacina-contra-covid-19-producao-pode-comecar-em-setembro-diz-governo.ghtml,"a rússia anunciou neste domingo (12) que concluiu a primeira fase de testes de uma vacina contra a covid-19 que começou a analisar no mês passado. o governo diz que os primeiros resultados foram satisfatórios e que, caso os testes continuem tendo bons resultados, a produção para imunização poderia começar já em setembro. não foram publicados estudos ou artigos científicos sobre o atual status da pesquisa.",0,
6293,"Criança brasileira com suspeita de coronavírus está internada nas Filipinas, diz emissora",ciência, Por G1 , 26/01/2020 16h56 ,https://g1.globo.com/ciencia-e-saude/noticia/2020/01/26/crianca-brasileira-com-suspeita-de-coronavirus-esta-internada-nas-filipinas-diz-emissora.ghtml,"uma criança brasileira de 10 anos está internada nas filipinas com suspeita de coronavírus, segundo o site da rede local abs-cbn news. ela esteve na cidade chinesa de wuhan com os pais, que também estão em isolamento no mesmo hospital, por precaução. segundo o doutor audie cipriano, chefe dos médicos do hospital ng palawan, em puerto princesa, a criança foi hospitalizada com febre e dificuldade para respirar na madrugada de sábado, enquanto seu pai apresentava apenas dor de garganta. enquanto a abs-cbn news diz que o paciente é um menino, a cnn de manila afirma que se trata de uma menina, que mora na china com a família e estava passando férias nas filipinas. além da criança brasileira, uma menina taiwanesa de seis anos também está em isolamento por suspeita de contaminação.",0,
15416,Maradona teve problemas de saúde e crises por uso de cocaína e de álcool; médicos analisam complicações,ciência, Por G1 , 25/11/2020 14h35 ,https://g1.globo.com/ciencia-e-saude/noticia/2020/11/25/maradona-teve-historico-de-problemas-de-saude-e-crises-relacionadas-ao-uso-de-drogas-como-cocaina-e-alcool.ghtml,"o jogador de futebol argentino diego armando maradona enfrentou um longo histórico de problemas de saúde, alguns deles decorrentes do uso de drogas e do abuso do álcool. nesta quarta-feira (25), ele morreu em decorrência de uma parada cardiorrespiratória. ( o histórico com o uso de cocaína levou à primeira mancha na carreira em 17 de março de 1991, quando recebeu sua primeira suspensão: 15 meses afastado do futebol. em 1994, foi pego no exame de antidoping e cortado da seleção argentina. o cardiologista e médico do esporte nabil ghorayeb afirma que a parada cardiorrespiratória é consequência de uma doença anterior. "" ela pode estar associada a causas cardiovasculares, por exemplo”, afirma. “",0,
5468,"Após pedido de vistas, Anvisa suspende discussão sobre adiar proibição de agrotóxico associado à doença de Parkinson",ciência, Por G1 , 18/08/2020 16h27 ,https://g1.globo.com/economia/agronegocios/noticia/2020/08/18/apos-pedido-de-vistas-anvisa-suspende-discussao-sobre-adiar-proibicao-de-agrotoxico-associado-a-doenca-de-parkinson.ghtml,"a agência nacional de vigilância sanitária (anvisa) suspendeu nesta terça-feira (18) a análise de um pedido para adiar a proibição de um agrotóxico associado à doença de parkinson e que está previsto para sair do mercado em 22 de setembro. ainda não está definido quando o assunto voltará à pauta. na decisão de 2017, a agência deixou aberta a possibilidade de rever este prazo (de proibição em 22 de setembro de 2020), caso fossem apresentadas evidências científicas de que o agrotóxico não traz malefícios às pessoas em caso de contato direto. porém, nenhum estudo foi apresentado nesta terça.",0,
21547,Intel incorpora tecnologia para detectar vírus de resgate no próprio processador,política, , 12/01/2021 15h20 ,https://g1.globo.com/economia/tecnologia/blog/altieres-rohr/post/2021/01/12/intel-incorpora-tecnologia-para-detectar-virus-de-resgate-no-proprio-processador.ghtml,"a intel anunciou na consumer electronics show (ces) 2021 que alguns modelos de seus processadores de 11ª geração vão incorporar uma tecnologia capaz de detectar vírus de resgate (ransomware), emitindo sinais para que programas de segurança tomem as medidas necessárias e barrem o possível ataque. o recurso deve ampliar a capacidade da tecnologia de detecção de ameaças da intel (tdt, na sigla em inglês), que já permite acelerar a varredura da memória para identificar a presença de ameaças. contudo, a novidade estará limitada aos processadores habilitados para vpro, a linha profissional da intel. também será necessário que o software de segurança em execução no computador seja compatível com os alertas emitidos pelo processador.",0,
4820,Secretário de Estado dos EUA diz que país vai ajudar a Índia na luta contra a Covid-19,saúde, Por G1 , 25/04/2021 00h55 ,https://g1.globo.com/mundo/noticia/2021/04/25/secretario-de-estado-dos-eua-diz-que-pais-vai-ajudar-a-india-na-luta-contra-a-covid-19.ghtml,"o secretário de estado dos eua, antony blinken, anunciou na noite deste sábado (24) que o país planeja enviar ajuda para a índia, que vem batendo recorde atrás de recorde nos últimos dias e vive seu pior momento na pandemia da covid-19. não foram divulgados detalhes de como será essa ajuda. à agência reuters, um porta-voz da casa branca afirmou que os eua estão muito preocupados com a situação da índia e que mais informações serão reveladas ""em breve"". também à reuters, um representante da embaixada indiana em washington, nos eua, disse que as negociações entre os países visam garantir o fornecimento de um ""pequeno suprimento de insumos e componentes de empresas americanas para a produção de vacinas contra covid-19 na índia"".",0,
16440,Cientistas brasileiros descobrem sapo que tem 'relacionamento aberto' e é fiel a duas fêmeas,ciência, Por G1 , 13/08/2020 00h01 ,https://g1.globo.com/natureza/noticia/2020/08/13/cientistas-brasileiros-descobrem-sapo-que-tem-relacionamento-aberto-e-e-fiel-a-duas-femeas.ghtml,"pesquisadores da universidade estadual de campinas (unicamp) descobriram uma espécie de sapo capaz de manter uma espécie de 'relacionamento aberto' com suas fêmeas. publicado na revista ""science advances"" nesta quarta-feira (12), o estudo prova que a poliginia está presente também entre os anfíbios. o thoropa taophora, espécie endêmica da mata atlântica, foi o primeiro anfíbio registrado capaz de que um macho se acasale com duas fêmeas que permanecem fieis a ele. é o que os cientistas chamam de poliginia.",0,
21433,STF julga nesta quarta-feira ação contra suposto dossiê produzido pelo governo sobre opositores,política," Por Rosanne D'Agostino, TV Globo — Brasília ", 19/08/2020 05h01 ,https://g1.globo.com/politica/noticia/2020/08/19/stf-julga-nesta-quarta-feira-acao-contra-suposto-dossie-produzido-pelo-governo-sobre-opositores.ghtml,"o supremo tribunal federal (stf) começa a julgar nesta quarta-feira (19) ação do partido rede sustentabilidade que pede a suspensão da produção, pelo ministério da justiça e segurança pública, de um relatório sigiloso, um suposto dossiê contendo informações de quase 600 servidores públicos, a grande maioria ligada a movimentos antifascistas. a relatora da ação é a ministra cármen lúcia, que já disponibilizou aos demais ministros seu relatório com o resumo do caso. a ação também pede ""a abertura de inquérito pela polícia federal para apurar eventual prática de crime por parte do ministro da justiça e segurança pública e de seus subordinados"", além da remessa dos conteúdos já produzidos ao stf para análise, com a manutenção provisória do sigilo.",0,
16771,"Infecção por variação rara de vírus da gripe é identificada no norte do Paraná, diz OMS",saúde, Por G1 PR , 11/07/2020 14h31 ,https://g1.globo.com/pr/norte-noroeste/noticia/2020/07/11/infeccao-por-variacao-rara-do-virus-da-gripe-e-identificado-no-norte-do-parana-diz-oms.ghtml,"uma mulher de 22 anos foi infectada por uma variação rara de um vírus da gripe em ibiporã, no norte do paraná, segundo a organização mundial da saúde (oms). o caso de uma variante da influenza a h1n2 aconteceu em abril, e a mulher está curada. a oms informou na quinta-feira (9) que desde 2005 apenas 26 casos deste tipo de gripe foram detectados. essas infecções são notificadas ao órgão por causa do potencial pandêmico. o vírus é transmitido de porcos para humanos, e o monitoramento do potencial pandêmico é feito para identificar se o vírus passou por alguma mutação que permita a transmissão entre pessoas. até o momento, não há indícios de que isso tenha acontecido, segundo a oms.",0,
6146,'Bolsonaro Genocida' relata ataque a indígenas e promoção do coronavírus  ,saúde,22/07/2021 20h26 ,22/07/2021 20h26 ,https://noticias.uol.com.br/colunas/leonardo-sakamoto/2021/07/22/bolsonaro-genocida-aborda-ataque-a-indigenas-e-disseminacao-da-covid-19.htm,"o presidente jair bolsonaro (sem partido) tem sido acusado por seus críticos de adotar comportamentos genocidas em duas frentes. através de ações que desrespeitaram a dignidade de populações indígenas, colocando em risco sua sobrevivência cultural e material e o meio ambiente. e por conta de ações que tomou para disseminar o coronavírus e alcançar uma irreal imunidade de rebanho na pandemia, contribuindo para ultrapassarmos 547 mil mortes por covid-19. extensas pesquisas que abordam essas duas frentes estão compiladas no livro ""bolsonaro genocida"", editado por tadeu breda e lançado, esta semana, pela editora elefante.",0,
18493,Bolsonaro precisa ser banido das redes por usá-las para promover a morte  ,saúde,03/12/2021 20h53 ,03/12/2021 20h53 ,https://noticias.uol.com.br/colunas/leonardo-sakamoto/2021/12/03/bolsonaro-precisa-ser-banido-das-redes-por-usa-las-para-promover-a-morte.htm,"após afirmar que vacinas contra covid-19 levam à aids, o que afasta a população da imunização que pode salvar vidas, jair bolsonaro se tornou alvo de um inquérito aberto por ordem do ministro alexandre de moraes nesta sexta (3). o pedido havia sido feito pela cpi da covid na sua reta final e é o mínimo que se espera do supremo tribunal federal. mas no atual estágio de regressão civilizacional e institucional, há pouca expectativa de que isso mude a visão distorcida de liberdade pregada pelo presidente da república. mas mentiras têm cauda longa na internet, indo bem mais longe do que os destinatários iniciais.",0,
6600,Pesquisa da Globo constata impacto da pandemia sobre saúde mental do jovem  ,saúde,04/11/2021 13h07 ,04/11/2021 13h07 ,https://noticias.uol.com.br/colunas/mauricio-stycer/2021/11/04/pesquisa-da-globo-constata-impacto-da-pandemia-sobre-saude-mental-do-jovem.htm,"uma pesquisa encomendada pela globo constatou que o principal efeito da pandemia de coronavírus entre a população de 16 a 34 anos foi sobre a saúde mental. o estudo, feito em março, serviu para pautar um evento sobre empreendedorismo entre os jovens, o menos30 fest, cuja nona edição ocorrerá entre 9 e 11 de novembro. foram 1.500 entrevistados com acesso a internet, uma amostra representativa de um universo de 53,7 milhões de pessoas (84% do total da população nesta faixa etária). foram divididos de acordo com sexo (52% de mulheres, 48% de homens), classe social (70% de classe c, 27% na b e 3% na a) e formação escolar (18% com ensino fundamental, 58% com ensino médio e 24% com ensino médio).",0,
3485,"CNT-MDA- Nº mais relevante: para quase metade, prioridade é bater Bolsonaro  ",política,06/07/2021 08h04 ,06/07/2021 08h04 ,https://noticias.uol.com.br/colunas/reinaldo-azevedo/2021/07/06/cnt-mda--n-mais-relevante-para-quase-metade-prioridade-e-bater-bolsonaro.htm,"se as coisas vão ou não tomar outro rumo para jair bolsonaro, aí só mesmo com bola de cristal. os elementos em curso não o autorizam a ser muito otimista. as acusações de corrupção se adensam, e o presidente parece sentir especial prazer em alimentar a crise. há uma batelada de números que está a indicar isso. para 21,2%, o mais relevante é que não vença nenhum dos dois. se o eleitor é instado a uma opção afirmativa, aí 40,3% dizem preferir que lula ganhe, contra 25,1% que afirmam o mesmo sobre bolsonaro. se bolsonaro quiser um alento, está aqui: dadas a espantosa ruindade de seu governo e a gestão desastrada da pandemia, não deixa de ser um alento que ainda conte com um quarto do eleitorado.",0,
2213,O debate que nossas cidades precisam - e agora  ,entretenimento,21/10/2021 23h27Atualizada em 21/10/2021 23h31 ,21/10/2021 23h27Atualizada em 21/10/2021 23h31 ,https://noticias.uol.com.br/colunas/wilson-levy/2021/10/21/o-debate-que-nossas-cidades-precisam---e-agora.htm,"discutir a agenda urbana é um desafio que mobiliza muitas pessoas e instituições, no brasil e no mundo. a razão é simples: desde 2014, mais da metade (54%) da população mundial vive nas cidades, de acordo com dados da organização das nações unidas (onu). essa tarefa tem sido levada a cabo por pesquisadores de diversas áreas do conhecimento. enxergar a cidade como objeto de reflexão científica interessa ao urbanismo e ao planejamento urbano, mas também a um conjunto muito amplo de pesquisadores de outras áreas que têm o território como lugar de encontro.",0,
854,Funcionária de padaria é agredida após pedir para cliente colocar máscara  ,saúde,14/06/2021 21h54Atualizada em 15/07/2021 20h02 ,14/06/2021 21h54Atualizada em 15/07/2021 20h02 ,https://noticias.uol.com.br/cotidiano/ultimas-noticias/2021/06/14/funcionaria-de-padaria-e-agredida-apos-pedir-para-cliente-colocar-mascara.htm,"a atendente de uma padaria foi agredida por um cliente em palmares paulista, no interior de são paulo, após pedir para que ele seguisse os protocolos de prevenção contra a covid-19, colocando a máscara. o homem, um ajudante de motorista de 45 anos, foi ao estabelecimento no bairro jardim união no final da tarde de sexta-feira (11), de acordo com informações da secretaria de segurança pública ao uol. em entrevista à tv tem, afiliada local da tv globo, a vítima, identificada como adriana araújo, de 38 anos, mostrava hematomas no rosto e o braço imobilizado, depois de uma cirurgia para colocação de uma placa. ela contou que pensou que não iria escapar viva da situação.",0,
4639,Grávida é baleada a 1 cm do coração em chá de bebê; PM de folga é suspeito  ,entretenimento,Daniele Dutra,28/09/2021 11h55Atualizada em 29/09/2021 09h02 ,https://noticias.uol.com.br/cotidiano/ultimas-noticias/2021/09/28/gravida-e-baleada-a-1-cm-do-coracao-em-cha-de-bebe-pm-de-folga-e-suspeito.htm,"uma grávida de 19 anos foi baleada no domingo (26), durante um chá de bebê em petrópolis, região serrana do rio. vitória lopes pena está com 37 semanas de gestação e tem uma bala alojada a um centímetro de seu coração, de acordo com relato da mãe da gestante. o bebê passa bem, mas mãe e filha permanecem internadas. além dela, cinco pessoas ficaram feridas: duas baleadas foram hospitalizadas e três se machucaram com os estilhaços. o caso está sendo investigado pela 105ª dp e o policial foi liberado. a polícia afirmou que não revelará a identificação do suspeito e, portanto, não foi possível ter acesso à sua defesa.",0,
9941,FAB suspende buscas por bimotor que caiu em Ubatuba  ,entretenimento,05/12/2021 15h18Atualizada em 05/12/2021 18h47 ,05/12/2021 15h18Atualizada em 05/12/2021 18h47 ,https://noticias.uol.com.br/cotidiano/ultimas-noticias/2021/12/05/fab-suspende-buscas-por-bimotor-que-caiu-em-ubatuba.htm,"a fab (força aérea brasileira) suspendeu no fim da tarde deste sábado as buscas pelo bimotor que caiu em ubatuba (sp) no último dia 24. de acordo com os militares a área referente ao provável local da queda foi inteiramente rastreada, considerando inclusive as possibilidades de deslocamento em mar aberto. o piloto gustavo carneito, o copiloto josé porfírio júnior e um passageiro estavam no bimotor que saiu às 20h30 do último dia 24 do aeroporto dos amarais, em campinas (sp). o previsto era que o avião pousasse no aeroporto de jacarepaguá, no rio - mas o bimotor desapareceu por volta das 21h entre as cidades de ubatuba e paraty (rj).",0,
23618,"Casados há 68 anos, idosos morrem com 72 horas de diferença um do outro  ",entretenimento,06/05/2021 18h18Atualizada em 06/05/2021 18h21 ,06/05/2021 18h18Atualizada em 06/05/2021 18h21 ,https://noticias.uol.com.br/internacional/ultimas-noticias/2021/05/06/casal-casado-ha-68-anos-morre-com-72-horas-de-diferenca-um-do-outro.htm,"brenda e terrance studd, do reino unido, se conheceram aos 15 anos, em 1953, e desde então nunca mais saíram do lado um do outro. agora, após 68 anos de casamento, eles morreram, com apenas 72 horas de diferença. eles se casaram com 16 anos e morreram ambos aos 83. brenda morreu em decorrência da covid-19. já terrence, devido a um câncer no pâncreas. ""papai desistiu depois que a mamãe morreu. eles não conseguiam viver um sem o outro. eles eram namorados na adolescência e se amavam muito. eles nunca se separavam, só se precisavam ir ao hospital"", declarou julie mccluney, filha dos dois, em declaração divulgada pelo ""the mirror"".",0,
3796,Mulher se assusta ao achar raposa dentro de máquina de lavar roupas; veja  ,entretenimento,28/05/2021 14h03Atualizada em 28/05/2021 15h42 ,28/05/2021 14h03Atualizada em 28/05/2021 15h42 ,https://noticias.uol.com.br/internacional/ultimas-noticias/2021/05/28/mulher-se-assusta-ao-encontrar-raposa-em-sua-maquina-de-lavar-roupas.htm,"natasha prayag, de 32 anos, levou um susto ao se deparar com uma raposa dentro de sua máquina de lavar roupas. o episódio aconteceu na segunda-feira (24) em sua casa, em londres, na inglaterra. segundo o daily star, a mulher deixou a porta de sua residência aberta enquanto buscava sacolas em seu carro. foi neste momento que ela acredita que o animal entrou no local. a cena cômica viralizou quando prayag postou fotos em suas redes sociais ela disse ao tabloide britânico que assim que tirou a foto, a raposa se assustou e saiu correndo.",0,
7179,4 argumentos de Gilmar para ampliar suspeição de Moro em ações contra Lula  ,política,Ana Paula Bimbati,24/06/2021 19h43 ,https://noticias.uol.com.br/politica/ultimas-noticias/2021/06/24/gilmar-mendes-suspeicao-moro-decisao-lula.htm,"o ministro gilmar mendes, do stf (supremo tribunal federal), atendeu ao pedido de defesa do ex-presidente luiz inácio lula da silva e estendeu hoje a suspeição do ex-juiz sergio moro em outros dois processos contra o petista. assim, três processos contra lula —o do tríplex, o do sítio de atibaia e o de doação de um imóvel para o instituto lula— voltam à estaca zero. na decisão, gilmar argumentou que ""houve a persecução penal do paciente em cenário permeado pelas marcantes atuações parciais e ilegítimas"" de moro. o ministro viu semelhança nos três processos conduzidos pelo ex-juiz contra lula. veja, a seguir, argumentos usados por gilmar mendes para estender a suspeição:",0,
18900,Lewandowski cobra respostas da CPI para decidir sobre audiência de Barros   ,saúde,Rafael Neves,09/07/2021 14h30 ,https://noticias.uol.com.br/politica/ultimas-noticias/2021/07/09/lewandowski-cobra-respostas-da-cpi-para-decidir-sobre-audiencia-de-barros.htm,"o ministro ricardo lewandowski, do stf (supremo tribunal federal) encaminhou à cpi da covid uma reclamação da defesa do deputado ricardo barros (pp-pr), líder do governo bolsonaro, para que seja antecipado seu depoimento à comissão. barros seria inicialmente ouvido no último dia 8, mas a audiência acabou adiada sem nova data definida. no dia 2 ele decidiu entrar no stf para que a reunião fosse agendada e, no dia 7, lewandowski deu à cpi um prazo de 5 dias para se manifestar. o presidente da cpi, senador omar aziz (psd-am), afirmou nesta semana que a cpi vai continuar funcionando durante o recesso parlamentar, apesar de o presidente do senado, rodrigo pacheco (dem-mg), ter sugerido que os trabalhos fossem interrompidos no período. aziz não anunciou, no entanto, quando o colegiado pretende ouvir barros.",0,
14093,"Diretora da Precisa se cala, irrita CPI e sessão é suspensa à espera do STF  ",saúde,"Hanrrikson de Andrade, Luciana Amaral, Rafael Neves e Thais Augusto",13/07/2021 04h00Atualizada em 13/07/2021 16h48 ,https://noticias.uol.com.br/politica/ultimas-noticias/2021/07/13/cpi-ouve-diretora-da-precisa-e-tenta-avancar-em-investigacao-sobre-covaxin.htm,"o presidente da cpi da covid, omar aziz (psd-am), suspendeu a audiência de hoje depois que a depoente do dia, emanuela medrades, diretora técnica da precisa medicamentos, se negou a responder todo e qualquer questionamento do colegiado. durante o intervalo, aziz enviou ofício ao presidente do stf (supremo tribunal federal), luiz fux, para entender de forma objetiva até que ponto a testemunha pode efetivamente se manter em silêncio e se ela cometeu crime de falso testemunho ou de desobediência. por telefone, apurou o uol, fux reafirmou a aziz que a diretora da precisa pode se silenciar apenas para não se incriminar. é o que prevê o habeas corpus obtido ontem por emanuela.",0,
24747,UOL Explica: qual o risco de fraude eleitoral no Brasil?  ,política,Juliana Arreguy,16/07/2021 04h00Atualizada em 04/08/2021 14h59 ,https://noticias.uol.com.br/politica/ultimas-noticias/2021/07/16/uol-explica-qual-o-risco-de-fraude-eleitoral-no-brasil.htm,"nas últimas semanas, o presidente jair bolsonaro (sem partido) tem repetido com mais frequência acusações infundadas de fraude eleitoral no brasil. sem mostrar nenhuma prova ou indício que sustente as suspeitas, o presidente defende, ao mesmo tempo, o voto impresso. neste uol explica, respondemos algumas das dúvidas mais frequentes sobre o risco de fraude eleitoral no brasil e o voto auditável, entre outros temas ligados à urna eletrônica. o uol formulou as perguntas a partir de consultas ao google trends, ferramenta do google que permite conferir as buscas mais recorrentes na plataforma, e de declarações de autoridades sobre o processo eleitoral.",0,
2444,Por que Bolsonaro não pode comer dentro de restaurantes de Nova York  ,saúde,20/09/2021 11h32Atualizada em 20/09/2021 14h32 ,20/09/2021 11h32Atualizada em 20/09/2021 14h32 ,https://noticias.uol.com.br/politica/ultimas-noticias/2021/09/20/bolsonaro-restaurantes-nova-york.htm,"o presidente jair bolsonaro (sem partido) optou por comer pizza na calçada de nova york na noite de ontem e gerou debate sobre a escolha. mas o que dizem as regras vigentes da cidade? bolsonaro não poderá de fato frequentar restaurantes enquanto estiver em nova york para a realização da assembleia geral da onu (organização das nações unidas)? em agosto, nova york deu início à medida batizada de ""key to nyc pass"" (chave para o passe de nova york, em tradução livre do inglês), na qual passou a ser exigida certificação de vacinação contra covid-19 para entrar em locais públicos fechados como restaurantes, museus e academias. bolsonaro até o momento não se vacinou contra a covid-19.",0,
22559,Ex-juíza de Haia crê em punição de Bolsonaro: 'justiça tarda mas não falha'  ,saúde,21/10/2021 11h57Atualizada em 21/10/2021 18h15 ,21/10/2021 11h57Atualizada em 21/10/2021 18h15 ,https://noticias.uol.com.br/politica/ultimas-noticias/2021/10/21/sylvia-steiner-uol-entrevista-punicao-bolsonaro-haia.htm,"a ex-juíza do tribunal penal internacional de haia sylvia steiner, única brasileira que já atuou na corte, afirmou que é ""otimista"" e acredita que o presidente jair bolsonaro (sem partido) será punido por supostos crimes cometidos durante a gestão da pandemia da covid-19. ao uol entrevista, sylvia traçou paralelos entre o mandatário do brasil e o ex-presidente do sudão, omar al-bashir, que foi condenado por crimes de guerra e contra a humanidade. ""falaram que ele (al-bashir) nunca seria preso e, ao sair do cargo, ele está hoje preso no sudão. a justiça tarda, mas não falha"", falou.",0,
12862,Líder do governo na Câmara diz que reformas não devem ser votadas em 2022  ,saúde,22/12/2021 10h55Atualizada em 22/12/2021 11h16 ,22/12/2021 10h55Atualizada em 22/12/2021 11h16 ,https://noticias.uol.com.br/politica/ultimas-noticias/2021/12/22/ricardo-barros-camara-reformas.htm,"o deputado federal ricardo barros (pp-pr), líder do governo bolsonaro na câmara, afirmou que não vê possibilidade de o congresso nacional votar as reformas no ano eleitoral de 2022. as declarações foram dadas ao jornal da manhã, da jovem pan. o parlamentar afirmou que as reformas administrativa e tributária são ""importantes"" para o brasil e declarou que o governo do presidente jair bolsonaro (sem partido) foi afetado pela pandemia do coronavírus, que restringiu o trabalho do congresso nacional e impediu o avanço de articulações para votar essas pautas. ""não vejo nenhuma possibilidade de votação em ano eleitoral porque os partidos se posicionam no ano eleitoral no interesse dos seus candidatos, das suas candidaturas.""",0,
20432,Covid-19 transforma uma cidade paraguaia em fantasma na fronteira com a Argentina  ,entretenimento,29/01/2021 16h56 ,29/01/2021 16h56 ,https://noticias.uol.com.br/ultimas-noticias/afp/2021/01/29/covid-19-transforma-uma-cidade-paraguaia-em-fantasma-na-fronteira-com-a-argentina.htm,"as medidas adotadas para prevenir a covid-19 transformaram nanawa, uma cidade fronteiriça situada cerca de 60 km a noroeste de assunção, em uma região fantasma com seus comerciantes em ruínas. agentes argentinos guardam a fronteira e só deixam passar os caminhões de mercadorias. o fechamento afeta famílias inteiras ligadas às duas margens do rio pilcomayo, fronteira natural entre os dois países.",0,
16744,Biden promete a Modi 'assistência de emergência' à Índia pela covid-19  ,entretenimento,26/04/2021 15h13 ,26/04/2021 15h13 ,https://noticias.uol.com.br/ultimas-noticias/afp/2021/04/26/biden-promete-a-modi-assistencia-de-emergencia-a-india-pela-covid-19.htm,"washington, 26 abr 2021 (afp) - o presidente dos estados unidos, joe biden, prometeu nesta segunda-feira (26) ajuda de emergência à índia para enfrentar a arrasadora onda de covid-19 durante uma conversa telefônica com o primeiro-ministro narendra modi, informaram os dois governos. biden ""comprometeu firmemente o apoio dos estados unidos ao povo da índia"" e disse que seu país ""fornecerá uma ampla assistência de emergência, que inclui equipamentos de oxigênio, materiais para vacinas e também terapêuticos"", disse a casa branca. os estados unidos anunciaram no domingo o envio de ajuda depois que algumas vozes na índia acusaram washington de acumular vacinas e não compartilhá-las.",0,
23811,"Berlim terá lugar inédito de culto para cristãos, muçulmanos e judeus  ",entretenimento,27/05/2021 12h16Atualizada em 27/05/2021 12h47 ,27/05/2021 12h16Atualizada em 27/05/2021 12h47 ,https://noticias.uol.com.br/ultimas-noticias/afp/2021/05/27/berlim-cristianismo-judaismo-islamismo-house-of-one.htm,"cristãos, muçulmanos e judeus reunidos sob o mesmo teto: este é o projeto de um local de culto apresentado como único no mundo, que ""enaltece a diferença religiosa"" e teve sua pedra fundamental lançada hoje, em berlim. dez anos depois da concepção do projeto, as obras de construção da chamada house of one (""casa de um""), na ilha dos museus, no centro de berlim, vão durar quatro anos. seu lançamento foi adiado no ano passado, devido à pandemia da covid-19. construído sobre uma antiga igreja destruída nos tempos da república democrática alemã, a alemanha oriental, comunista, o lugar foi concebido para que cada grupo de fiéis possa rezar de forma separada.",0,
